quarter,sh_ret,alla_ret,flow_score,flow_bucket,scissors,m2_yoy,amount_yoy,north_yi,rz_chg,ipo_yi,inc_capital,ret_next1,ret_next4,alla_next1
2018Q1,-0.0418106466793986,-0.03249224879869972,-0.04056140050497803,流入,-1.0999999999999996,8.2,0.13159613515879354,421.90840000000003,-259.9432371599996,401.9852944316001,-240.0201315915997,-0.1014482326184789,-0.02465810659040051,-0.11710201730902281
2018Q2,-0.1014482326184789,-0.11710201730902281,0.005392965273331163,流入,-2.3000000000000007,8.3,-0.09024649915912142,1179.9377,-828.5439737900015,519.9337309386,-168.5400047286015,-0.009154960739870321,0.04616814250664989,-0.050601334381810026
2018Q3,-0.009154960739870321,-0.050601334381810026,-0.05465685458084346,流入,-4.300000000000001,8.3,-0.30113094610826663,815.0694000000001,-977.6608565099996,231.3552304758,-393.9466869857995,-0.11606287770039159,0.029715916139436752,-0.1173862936831902
2018Q4,-0.11606287770039159,-0.1173862936831902,-0.32561848294890894,中性,-6.6,8.1,0.08507809055382531,525.2635,-661.6200770099995,223.9229989316,-360.27957594159943,0.23932914604297828,0.22303576412167936,0.3104461113304382
2019Q1,0.23932914604297828,0.3104461113304382,0.18821931423634564,大幅流入,-4.0,8.6,0.6818431211556857,1254.3583999999998,1642.5650753300006,255.63285860579998,2641.290616724201,-0.03619824004338079,-0.11015485521674613,-0.04302636652848757
2019Q2,-0.03619824004338079,-0.04302636652848757,-0.5576088899469296,大幅流出,-4.1,8.5,0.9091425497128445,-290.6767000000001,-112.7471122400002,348.6047058526,-752.0285180926003,-0.02473716614107735,0.0019456990182208562,0.0014712024194039053
2019Q3,-0.02473716614107735,0.0014712024194039053,-0.36767039313503924,流出,-5.0,8.4,0.4749538246561513,898.9327,353.16003748,797.1698091338001,454.9229283461998,0.049888320518906015,0.10769110030362924,0.06827816453913016
2019Q4,0.049888320518906015,0.06827816453913016,-0.15747645629837953,中性,-4.299999999999999,8.7,0.1516157675728642,1654.8132,682.2579213299996,1085.6916032645,1251.3795180654997,-0.0983002658252583,0.13866485428133415,-0.06626607391494277
2020Q1,-0.0983002658252583,-0.06626607391494277,-0.2579149148506962,中性,-5.1,10.1,0.1594572807406831,-178.97090000000006,419.3987475699996,770.3699184968998,-529.9420709269002,0.0852191909525375,0.25146965999296084,0.1494182333266727
2020Q2,0.0852191909525375,0.1494182333266727,-0.24917583771811064,中性,-4.6,11.1,-0.060745153260837514,1360.4808999999998,839.2982328899998,602.4684911590001,1597.3106417309991,0.07819212416498433,0.2032124781466922,0.08982595823298145
2020Q3,0.07819212416498433,0.08982595823298145,-0.8289966108684034,大幅流出,-2.8000000000000007,10.9,0.9436078005802855,-244.09519999999995,2573.72489578,2189.7231122838,139.90658349620026,0.07924576731513344,0.10879718537798629,0.08632335922985046
2020Q4,0.07924576731513344,0.08632335922985046,-0.08805041829337555,流入,-1.5,10.1,0.4287752096021433,1151.9078000000002,932.7738646300004,1152.9459475949998,931.7357170350006,-0.008971028217406585,0.047999622236125944,-0.03282276011452856
2021Q1,-0.008971028217406585,-0.03282276011452856,-0.04382413514096223,流入,-2.3000000000000007,9.4,-0.07853071526761457,998.9209000000001,276.97515768999983,773.6598735691,502.2361841208999,0.043372695176401965,-0.0551173301351111,0.08008588675449002
2021Q2,0.043372695176401965,0.08008588675449002,-0.2723806695454752,中性,-3.0999999999999996,8.6,0.20104054816028527,1237.6877999999997,1184.34340084,1339.1765413782,1082.8546594617997,-0.00641290355277091,-0.053625852327232534,-0.008527575285040778
2021Q3,-0.00641290355277091,-0.008527575285040778,-0.4572375980810436,流出,-4.6000000000000005,8.3,0.08381841898171083,681.8608999999999,571.8529675599984,1602.397676316,-348.68380875600155,0.020068567418509264,-0.15239645453814246,0.04519068934231196
2021Q4,0.020068567418509264,0.04519068934231196,-0.3331906138015916,流出,-5.5,9.0,0.34095097529651075,1403.2196,267.0978118600033,1671.4922321127,-1.174820252696918,-0.10648240619269056,-0.1512502833279531,-0.137043454835732
2022Q1,-0.10648240619269056,-0.137043454835732,-0.6798347398429399,大幅流出,-4.999999999999999,9.7,0.16469507306527742,-243.2852,-1313.5962148100025,1765.2649623602001,-3322.146377170203,0.04501963745805537,0.006351694528293542,0.05349307129667302
2022Q2,0.04501963745805537,0.05349307129667302,-0.2606763232250713,中性,-5.6000000000000005,11.4,0.22177032320667656,961.2737999999999,-709.2200297299987,1277.7908478557,-1025.7370775856987,-0.1101109981239422,-0.05783354165342613,-0.1293639497010839
2022Q3,-0.1101109981239422,-0.1293639497010839,-0.6352122907318083,大幅流出,-5.699999999999999,12.1,-0.18770460810751965,-195.87070000000006,-662.06393269,1731.4185068972001,-2589.3531395872,0.021447954315430673,0.02846325094870327,0.02878059650126641
2022Q4,0.021447954315430673,0.02878059650126641,-0.5277648248375526,大幅流出,-6.000000000000001,11.8,-0.13136773576976757,378.07869999999986,9.47696145000009,1010.7317650125001,-623.1761035625002,0.05943239444552706,-0.03700662100737455,0.0657770164881859
2023Q1,0.05943239444552706,0.0657770164881859,0.0663962591337664,大幅流入,-7.6,12.7,-0.1300640639465257,1859.8782999999999,683.6180121799989,648.6131697789999,2488.283142400999,-0.021631844930733446,-0.07079221231583384,-0.03186416377591128
2023Q2,-0.021631844930733446,-0.03186416377591128,-0.4615152479286449,流出,-8.200000000000001,11.3,-0.10434913395898449,-26.636100000000077,-175.8239748899996,1420.4178857909,-1185.4479606808998,-0.02860250675970666,-0.07328371530594967,-0.04416571029272143
2023Q3,-0.02860250675970666,-0.04416571029272143,-0.7475283476655581,大幅流出,-8.200000000000001,10.3,-0.08801371495174393,-801.3129000000004,141.42218839000088,1137.6000069035,-1554.5807185134995,-0.043575338171822575,0.07266478592497927,-0.03898936300358402
2023Q4,-0.043575338171822575,-0.03898936300358402,-0.44507568903188743,流出,-8.399999999999999,9.7,0.01254166987738814,-594.8884,687.2204229199997,325.0796560465,73.05236687349958,0.02226334356885107,0.126667641477881,-0.026746400431178263
